,Imóvel,Preço (R$),Aluguel (R$),Bairro,Área (m²),Quartos,Banheiros,Vagas
1555,Apartamento,450,3200,Indianópolis,36,1,1,0
1556,Apartamento,0,1350,Vila Madalena,24,1,1,0
1557,Apartamento,536,2800,Brooklin,47,1,1,1
1558,Sala/Conjunto,0,1700,Santana,60,0,1,0
1559,Apartamento,480,1500,Brás,49,2,1,1
1560,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1561,Apartamento,550,2000,Moema,54,1,1,1
1562,Apartamento,410,1800,Vila Mariana,44,1,1,0
1563,Apartamento,506,2100,Barra Funda,60,2,2,1
1564,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1565,Sala/Conjunto,0,600,República,20,0,1,0
1566,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1567,Apartamento,700,2300,Jaguaré,70,3,2,2
1568,Apartamento,724,1800,Vila Paulista,76,3,2,1
1569,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1570,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1571,Apartamento,781,1800,Sumaré,50,1,1,1
1572,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1573,Apartamento,0,2600,Bela Vista,48,1,1,0
1574,Apartamento,0,4500,Perdizes,140,3,3,2
1575,Sala/Conjunto,0,1950,República,65,0,2,0
1576,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1577,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1578,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1579,Apartamento,250,1051,Liberdade,30,1,1,0
1580,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1581,Apartamento,650,1700,Consolação,50,2,1,1
1582,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1583,Casa,2350,950,Jardim Japão,40,1,1,0
1584,Apartamento,590,1100,Vila Andrade,35,1,1,1
1585,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1586,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1587,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1588,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1589,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1590,Apartamento,850,5900,Sumaré,74,2,3,2
1591,Apartamento,450,3200,Indianópolis,36,1,1,0
1592,Apartamento,0,1350,Vila Madalena,24,1,1,0
1593,Apartamento,536,2800,Brooklin,47,1,1,1
1594,Sala/Conjunto,0,1700,Santana,60,0,1,0
1595,Apartamento,480,1500,Brás,49,2,1,1
1596,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1597,Apartamento,550,2000,Moema,54,1,1,1
1598,Apartamento,410,1800,Vila Mariana,44,1,1,0
1599,Apartamento,506,2100,Barra Funda,60,2,2,1
1600,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1601,Sala/Conjunto,0,600,República,20,0,1,0
1602,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1603,Apartamento,700,2300,Jaguaré,70,3,2,2
1604,Apartamento,724,1800,Vila Paulista,76,3,2,1
1605,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1606,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1607,Apartamento,781,1800,Sumaré,50,1,1,1
1608,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1609,Apartamento,0,2600,Bela Vista,48,1,1,0
1610,Apartamento,0,4500,Perdizes,140,3,3,2
1611,Sala/Conjunto,0,1950,República,65,0,2,0
1612,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1613,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1614,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1615,Apartamento,250,1051,Liberdade,30,1,1,0
1616,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1617,Apartamento,650,1700,Consolação,50,2,1,1
1618,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1619,Casa,2350,950,Jardim Japão,40,1,1,0
1620,Apartamento,590,1100,Vila Andrade,35,1,1,1
1621,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1622,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1623,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1624,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1625,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1626,Apartamento,850,5900,Sumaré,74,2,3,2
1627,Apartamento,450,3200,Indianópolis,36,1,1,0
1628,Apartamento,0,1350,Vila Madalena,24,1,1,0
1629,Apartamento,536,2800,Brooklin,47,1,1,1
1630,Sala/Conjunto,0,1700,Santana,60,0,1,0
1631,Apartamento,480,1500,Brás,49,2,1,1
1632,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1633,Apartamento,550,2000,Moema,54,1,1,1
1634,Apartamento,410,1800,Vila Mariana,44,1,1,0
1635,Apartamento,506,2100,Barra Funda,60,2,2,1
1636,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1637,Sala/Conjunto,0,600,República,20,0,1,0
1638,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1639,Apartamento,700,2300,Jaguaré,70,3,2,2
1640,Apartamento,724,1800,Vila Paulista,76,3,2,1
1641,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1642,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1643,Apartamento,781,1800,Sumaré,50,1,1,1
1644,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1645,Apartamento,0,2600,Bela Vista,48,1,1,0
1646,Apartamento,0,4500,Perdizes,140,3,3,2
1647,Sala/Conjunto,0,1950,República,65,0,2,0
1648,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1649,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1650,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1651,Apartamento,250,1051,Liberdade,30,1,1,0
1652,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1653,Apartamento,650,1700,Consolação,50,2,1,1
1654,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1655,Casa,2350,950,Jardim Japão,40,1,1,0
1656,Apartamento,590,1100,Vila Andrade,35,1,1,1
1657,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1658,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1659,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1660,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1661,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1662,Apartamento,850,5900,Sumaré,74,2,3,2
1663,Apartamento,450,3200,Indianópolis,36,1,1,0
1664,Apartamento,0,1350,Vila Madalena,24,1,1,0
1665,Apartamento,536,2800,Brooklin,47,1,1,1
1666,Sala/Conjunto,0,1700,Santana,60,0,1,0
1667,Apartamento,480,1500,Brás,49,2,1,1
1668,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1669,Apartamento,550,2000,Moema,54,1,1,1
1670,Apartamento,410,1800,Vila Mariana,44,1,1,0
1671,Apartamento,506,2100,Barra Funda,60,2,2,1
1672,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1673,Sala/Conjunto,0,600,República,20,0,1,0
1674,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1675,Apartamento,700,2300,Jaguaré,70,3,2,2
1676,Apartamento,724,1800,Vila Paulista,76,3,2,1
1677,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1678,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1679,Apartamento,781,1800,Sumaré,50,1,1,1
1680,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1681,Apartamento,0,2600,Bela Vista,48,1,1,0
1682,Apartamento,0,4500,Perdizes,140,3,3,2
1683,Sala/Conjunto,0,1950,República,65,0,2,0
1684,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1685,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1686,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1687,Apartamento,250,1051,Liberdade,30,1,1,0
1688,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1689,Apartamento,650,1700,Consolação,50,2,1,1
1690,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1691,Casa,2350,950,Jardim Japão,40,1,1,0
1692,Apartamento,590,1100,Vila Andrade,35,1,1,1
1693,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1694,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1695,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1696,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1697,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1698,Apartamento,850,5900,Sumaré,74,2,3,2
1699,Apartamento,450,3200,Indianópolis,36,1,1,0
1700,Apartamento,0,1350,Vila Madalena,24,1,1,0
1701,Apartamento,536,2800,Brooklin,47,1,1,1
1702,Sala/Conjunto,0,1700,Santana,60,0,1,0
1703,Apartamento,480,1500,Brás,49,2,1,1
1704,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1705,Apartamento,550,2000,Moema,54,1,1,1
1706,Apartamento,410,1800,Vila Mariana,44,1,1,0
1707,Apartamento,506,2100,Barra Funda,60,2,2,1
1708,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1709,Sala/Conjunto,0,600,República,20,0,1,0
1710,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1711,Apartamento,700,2300,Jaguaré,70,3,2,2
1712,Apartamento,724,1800,Vila Paulista,76,3,2,1
1713,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1714,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1715,Apartamento,781,1800,Sumaré,50,1,1,1
1716,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1717,Apartamento,0,2600,Bela Vista,48,1,1,0
1718,Apartamento,0,4500,Perdizes,140,3,3,2
1719,Sala/Conjunto,0,1950,República,65,0,2,0
1720,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1721,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1722,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1723,Apartamento,250,1051,Liberdade,30,1,1,0
1724,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1725,Apartamento,650,1700,Consolação,50,2,1,1
1726,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1727,Casa,2350,950,Jardim Japão,40,1,1,0
1728,Apartamento,590,1100,Vila Andrade,35,1,1,1
1729,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1730,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1731,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1732,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1733,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1734,Apartamento,850,5900,Sumaré,74,2,3,2
1735,Apartamento,450,3200,Indianópolis,36,1,1,0
1736,Apartamento,0,1350,Vila Madalena,24,1,1,0
1737,Apartamento,536,2800,Brooklin,47,1,1,1
1738,Sala/Conjunto,0,1700,Santana,60,0,1,0
1739,Apartamento,480,1500,Brás,49,2,1,1
1740,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1741,Apartamento,550,2000,Moema,54,1,1,1
1742,Apartamento,410,1800,Vila Mariana,44,1,1,0
1743,Apartamento,506,2100,Barra Funda,60,2,2,1
1744,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1745,Sala/Conjunto,0,600,República,20,0,1,0
1746,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1747,Apartamento,700,2300,Jaguaré,70,3,2,2
1748,Apartamento,724,1800,Vila Paulista,76,3,2,1
1749,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1750,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1751,Apartamento,781,1800,Sumaré,50,1,1,1
1752,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1753,Apartamento,0,2600,Bela Vista,48,1,1,0
1754,Apartamento,0,4500,Perdizes,140,3,3,2
1755,Sala/Conjunto,0,1950,República,65,0,2,0
1756,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1757,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1758,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1759,Apartamento,250,1051,Liberdade,30,1,1,0
1760,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1761,Apartamento,650,1700,Consolação,50,2,1,1
1762,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1763,Casa,2350,950,Jardim Japão,40,1,1,0
1764,Apartamento,590,1100,Vila Andrade,35,1,1,1
1765,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1766,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1767,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1768,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1769,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1770,Apartamento,850,5900,Sumaré,74,2,3,2
1771,Apartamento,450,3200,Indianópolis,36,1,1,0
1772,Apartamento,0,1350,Vila Madalena,24,1,1,0
1773,Apartamento,536,2800,Brooklin,47,1,1,1
1774,Sala/Conjunto,0,1700,Santana,60,0,1,0
1775,Apartamento,480,1500,Brás,49,2,1,1
1776,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1777,Apartamento,550,2000,Moema,54,1,1,1
1778,Apartamento,410,1800,Vila Mariana,44,1,1,0
1779,Apartamento,506,2100,Barra Funda,60,2,2,1
1780,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1781,Sala/Conjunto,0,600,República,20,0,1,0
1782,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1783,Apartamento,700,2300,Jaguaré,70,3,2,2
1784,Apartamento,724,1800,Vila Paulista,76,3,2,1
1785,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1786,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1787,Apartamento,781,1800,Sumaré,50,1,1,1
1788,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1789,Apartamento,0,2600,Bela Vista,48,1,1,0
1790,Apartamento,0,4500,Perdizes,140,3,3,2
1791,Sala/Conjunto,0,1950,República,65,0,2,0
1792,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1793,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1794,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1795,Apartamento,250,1051,Liberdade,30,1,1,0
1796,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1797,Apartamento,650,1700,Consolação,50,2,1,1
1798,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1799,Casa,2350,950,Jardim Japão,40,1,1,0
1800,Apartamento,590,1100,Vila Andrade,35,1,1,1
1801,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1802,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1803,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1804,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1805,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1806,Apartamento,850,5900,Sumaré,74,2,3,2
1807,Apartamento,450,3200,Indianópolis,36,1,1,0
1808,Apartamento,0,1350,Vila Madalena,24,1,1,0
1809,Apartamento,536,2800,Brooklin,47,1,1,1
1810,Sala/Conjunto,0,1700,Santana,60,0,1,0
1811,Apartamento,480,1500,Brás,49,2,1,1
1812,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1813,Apartamento,550,2000,Moema,54,1,1,1
1814,Apartamento,410,1800,Vila Mariana,44,1,1,0
1815,Apartamento,506,2100,Barra Funda,60,2,2,1
1816,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1817,Sala/Conjunto,0,600,República,20,0,1,0
1818,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1819,Apartamento,700,2300,Jaguaré,70,3,2,2
1820,Apartamento,724,1800,Vila Paulista,76,3,2,1
1821,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1822,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1823,Apartamento,781,1800,Sumaré,50,1,1,1
1824,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1825,Apartamento,0,2600,Bela Vista,48,1,1,0
1826,Apartamento,0,4500,Perdizes,140,3,3,2
1827,Sala/Conjunto,0,1950,República,65,0,2,0
1828,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1829,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1830,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1831,Apartamento,250,1051,Liberdade,30,1,1,0
1832,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1833,Apartamento,650,1700,Consolação,50,2,1,1
1834,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1835,Casa,2350,950,Jardim Japão,40,1,1,0
1836,Apartamento,590,1100,Vila Andrade,35,1,1,1
1837,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1838,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1839,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1840,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1841,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1842,Apartamento,850,5900,Sumaré,74,2,3,2
1843,Apartamento,450,3200,Indianópolis,36,1,1,0
1844,Apartamento,0,1350,Vila Madalena,24,1,1,0
1845,Apartamento,536,2800,Brooklin,47,1,1,1
1846,Sala/Conjunto,0,1700,Santana,60,0,1,0
1847,Apartamento,480,1500,Brás,49,2,1,1
1848,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1849,Apartamento,550,2000,Moema,54,1,1,1
1850,Apartamento,410,1800,Vila Mariana,44,1,1,0
1851,Apartamento,506,2100,Barra Funda,60,2,2,1
1852,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1853,Sala/Conjunto,0,600,República,20,0,1,0
1854,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1855,Apartamento,700,2300,Jaguaré,70,3,2,2
1856,Apartamento,724,1800,Vila Paulista,76,3,2,1
1857,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1858,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1859,Apartamento,781,1800,Sumaré,50,1,1,1
1860,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1861,Apartamento,0,2600,Bela Vista,48,1,1,0
1862,Apartamento,0,4500,Perdizes,140,3,3,2
1863,Sala/Conjunto,0,1950,República,65,0,2,0
1864,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1865,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1866,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1867,Apartamento,250,1051,Liberdade,30,1,1,0
1868,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1869,Apartamento,650,1700,Consolação,50,2,1,1
1870,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1871,Casa,2350,950,Jardim Japão,40,1,1,0
1872,Apartamento,590,1100,Vila Andrade,35,1,1,1
1873,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1874,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1875,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1876,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1877,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1878,Apartamento,850,5900,Sumaré,74,2,3,2
1879,Apartamento,450,3200,Indianópolis,36,1,1,0
1880,Apartamento,0,1350,Vila Madalena,24,1,1,0
1881,Apartamento,536,2800,Brooklin,47,1,1,1
1882,Sala/Conjunto,0,1700,Santana,60,0,1,0
1883,Apartamento,480,1500,Brás,49,2,1,1
1884,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1885,Apartamento,550,2000,Moema,54,1,1,1
1886,Apartamento,410,1800,Vila Mariana,44,1,1,0
1887,Apartamento,506,2100,Barra Funda,60,2,2,1
1888,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1889,Sala/Conjunto,0,600,República,20,0,1,0
1890,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1891,Apartamento,700,2300,Jaguaré,70,3,2,2
1892,Apartamento,724,1800,Vila Paulista,76,3,2,1
1893,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1894,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1895,Apartamento,781,1800,Sumaré,50,1,1,1
1896,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1897,Apartamento,0,2600,Bela Vista,48,1,1,0
1898,Apartamento,0,4500,Perdizes,140,3,3,2
1899,Sala/Conjunto,0,1950,República,65,0,2,0
1900,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1901,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1902,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1903,Apartamento,250,1051,Liberdade,30,1,1,0
1904,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1905,Apartamento,650,1700,Consolação,50,2,1,1
1906,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1907,Casa,2350,950,Jardim Japão,40,1,1,0
1908,Apartamento,590,1100,Vila Andrade,35,1,1,1
1909,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1910,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1911,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1912,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1913,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1914,Apartamento,850,5900,Sumaré,74,2,3,2
1915,Apartamento,450,3200,Indianópolis,36,1,1,0
1916,Apartamento,0,1350,Vila Madalena,24,1,1,0
1917,Apartamento,536,2800,Brooklin,47,1,1,1
1918,Sala/Conjunto,0,1700,Santana,60,0,1,0
1919,Apartamento,480,1500,Brás,49,2,1,1
1920,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1921,Apartamento,550,2000,Moema,54,1,1,1
1922,Apartamento,410,1800,Vila Mariana,44,1,1,0
1923,Apartamento,506,2100,Barra Funda,60,2,2,1
1924,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1925,Sala/Conjunto,0,600,República,20,0,1,0
1926,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1927,Apartamento,700,2300,Jaguaré,70,3,2,2
1928,Apartamento,724,1800,Vila Paulista,76,3,2,1
1929,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1930,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1931,Apartamento,781,1800,Sumaré,50,1,1,1
1932,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1933,Apartamento,0,2600,Bela Vista,48,1,1,0
1934,Apartamento,0,4500,Perdizes,140,3,3,2
1935,Sala/Conjunto,0,1950,República,65,0,2,0
1936,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1937,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1938,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1939,Apartamento,250,1051,Liberdade,30,1,1,0
1940,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1941,Apartamento,650,1700,Consolação,50,2,1,1
1942,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1943,Casa,2350,950,Jardim Japão,40,1,1,0
1944,Apartamento,590,1100,Vila Andrade,35,1,1,1
1945,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1946,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1947,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1948,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1949,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1950,Apartamento,850,5900,Sumaré,74,2,3,2
1951,Apartamento,450,3200,Indianópolis,36,1,1,0
1952,Apartamento,0,1350,Vila Madalena,24,1,1,0
1953,Apartamento,536,2800,Brooklin,47,1,1,1
1954,Sala/Conjunto,0,1700,Santana,60,0,1,0
1955,Apartamento,480,1500,Brás,49,2,1,1
1956,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1957,Apartamento,550,2000,Moema,54,1,1,1
1958,Apartamento,410,1800,Vila Mariana,44,1,1,0
1959,Apartamento,506,2100,Barra Funda,60,2,2,1
1960,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1961,Sala/Conjunto,0,600,República,20,0,1,0
1962,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1963,Apartamento,700,2300,Jaguaré,70,3,2,2
1964,Apartamento,724,1800,Vila Paulista,76,3,2,1
1965,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
1966,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
1967,Apartamento,781,1800,Sumaré,50,1,1,1
1968,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
1969,Apartamento,0,2600,Bela Vista,48,1,1,0
1970,Apartamento,0,4500,Perdizes,140,3,3,2
1971,Sala/Conjunto,0,1950,República,65,0,2,0
1972,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
1973,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
1974,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
1975,Apartamento,250,1051,Liberdade,30,1,1,0
1976,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
1977,Apartamento,650,1700,Consolação,50,2,1,1
1978,Apartamento,925,3999,Itaim Bibi,95,2,1,0
1979,Casa,2350,950,Jardim Japão,40,1,1,0
1980,Apartamento,590,1100,Vila Andrade,35,1,1,1
1981,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
1982,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
1983,Apartamento,651,1500,Vila Água Funda,75,2,2,1
1984,Apartamento,1150,3200,Vila Mariana,110,3,2,1
1985,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
1986,Apartamento,850,5900,Sumaré,74,2,3,2
1987,Apartamento,450,3200,Indianópolis,36,1,1,0
1988,Apartamento,0,1350,Vila Madalena,24,1,1,0
1989,Apartamento,536,2800,Brooklin,47,1,1,1
1990,Sala/Conjunto,0,1700,Santana,60,0,1,0
1991,Apartamento,480,1500,Brás,49,2,1,1
1992,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
1993,Apartamento,550,2000,Moema,54,1,1,1
1994,Apartamento,410,1800,Vila Mariana,44,1,1,0
1995,Apartamento,506,2100,Barra Funda,60,2,2,1
1996,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
1997,Sala/Conjunto,0,600,República,20,0,1,0
1998,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
1999,Apartamento,700,2300,Jaguaré,70,3,2,2
2000,Apartamento,724,1800,Vila Paulista,76,3,2,1
2001,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
2002,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
2003,Apartamento,781,1800,Sumaré,50,1,1,1
2004,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
2005,Apartamento,0,2600,Bela Vista,48,1,1,0
2006,Apartamento,0,4500,Perdizes,140,3,3,2
2007,Sala/Conjunto,0,1950,República,65,0,2,0
2008,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
2009,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
2010,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
2011,Apartamento,250,1051,Liberdade,30,1,1,0
2012,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
2013,Apartamento,650,1700,Consolação,50,2,1,1
2014,Apartamento,925,3999,Itaim Bibi,95,2,1,0
2015,Casa,2350,950,Jardim Japão,40,1,1,0
2016,Apartamento,590,1100,Vila Andrade,35,1,1,1
2017,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
